Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,Explain Object-Oriented Programming (OOP).,"Object-Oriented Programming is based on objects and includes Encapsulation, Abstraction, Inheritance, and Polymorphism."
Software Engineer,Easy,What is a HashMap?,HashMap stores key-value pairs using hashing and provides average O(1) insertion and retrieval.
Software Engineer,Easy,Difference between Array and Linked List?,Arrays provide fast indexing whereas Linked Lists provide efficient insertion and deletion.
Software Engineer,Easy,What is recursion?,Recursion is a technique where a function calls itself until a base condition is met.
Software Engineer,Easy,What is time complexity?,Time complexity measures algorithm efficiency using Big O notation.
Software Engineer,Medium,Difference between BFS and DFS?,"BFS uses a queue and explores level by level, whereas DFS uses recursion or a stack to explore deeply."
Software Engineer,Medium,Explain DBMS normalization.,Normalization reduces redundancy and improves database consistency using normal forms.
Software Engineer,Medium,What are ACID properties?,"Atomicity, Consistency, Isolation, and Durability ensure reliable database transactions."
Software Engineer,Medium,Explain multithreading.,Multithreading allows multiple threads to execute concurrently within a process.
Software Engineer,Medium,What is Dynamic Programming?,Dynamic Programming stores solutions to overlapping subproblems to improve efficiency.
Software Engineer,Hard,Design an LRU Cache.,Use a HashMap and Doubly Linked List to achieve O(1) get() and put() operations.
Software Engineer,Hard,Explain CAP Theorem.,"Distributed systems can guarantee only two of Consistency, Availability, and Partition Tolerance."
Software Engineer,Hard,How would you optimize application performance?,"Profile the application, optimize algorithms, improve database queries, use caching, and scale services."
Software Engineer,Hard,Design a library management system.,"Use modular architecture, REST APIs, authentication, normalized database design, logging, and reporting."
Software Engineer,Hard,Explain Microservices Architecture.,Microservices divide applications into independently deployable services communicating via APIs.
Python Developer,Easy,What is the difference between List and Tuple?,Lists are mutable whereas tuples are immutable.
Python Developer,Easy,What are Python decorators?,Decorators extend function behavior without modifying source code.
Python Developer,Easy,What is a dictionary?,A dictionary stores key-value pairs using hashing.
Python Developer,Easy,Explain lambda functions.,Lambda functions are anonymous functions consisting of a single expression.
Python Developer,Easy,What are Python modules?,"Modules are reusable Python files containing functions, variables, and classes."
Python Developer,Medium,Explain generators.,"Generators use yield to generate values lazily, reducing memory usage."
Python Developer,Medium,Explain *args and **kwargs.,*args accepts positional arguments whereas **kwargs accepts keyword arguments.
Python Developer,Medium,Explain list comprehension.,List comprehension provides concise syntax for creating lists.
Python Developer,Medium,What is exception handling?,"Exception handling manages runtime errors using try, except, else, and finally."
Python Developer,Medium,What are virtual environments?,Virtual environments isolate project dependencies.
