Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,What is Object-Oriented Programming (OOP)?,"Object-Oriented Programming (OOP) is a programming paradigm based on objects. The four pillars are Encapsulation, Abstraction, Inheritance, and Polymorphism. It improves code reusability, maintainability, and scalability."
Software Engineer,Easy,What is the difference between Array and Linked List?,"Arrays store elements in contiguous memory and provide O(1) random access, whereas Linked Lists store elements in nodes connected by pointers, making insertion and deletion more efficient."
Software Engineer,Easy,What is a HashMap?,"HashMap is a data structure that stores key-value pairs using hashing. It provides average O(1) time complexity for insertion, deletion, and lookup."
Software Engineer,Easy,What is recursion?,Recursion is a programming technique where a function calls itself to solve smaller instances of a problem. Every recursive function should include a base case.
Software Engineer,Easy,What is time complexity?,"Time complexity measures how an algorithm's execution time grows with input size. It is represented using Big O notation such as O(1), O(log n), O(n), and O(n²)."
Software Engineer,Medium,Explain the difference between BFS and DFS.,"Breadth-First Search (BFS) explores nodes level by level using a queue, whereas Depth-First Search (DFS) explores deeply using a stack or recursion."
Software Engineer,Medium,What are ACID properties?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable and consistent database transactions."
Software Engineer,Medium,Explain multithreading.,"Multithreading allows multiple threads within a process to execute concurrently, improving responsiveness and resource utilization."
Software Engineer,Medium,What is dynamic programming?,"Dynamic Programming is an optimization technique that solves overlapping subproblems by storing intermediate results, avoiding repeated computations."
Software Engineer,Medium,Explain database indexing.,Database indexing creates a data structure that speeds up data retrieval. Indexes improve query performance but consume additional storage and slightly slow write operations.
Software Engineer,Hard,Design an LRU Cache.,"An LRU Cache can be implemented using a HashMap and a Doubly Linked List, allowing O(1) time complexity for both get() and put() operations."
Software Engineer,Hard,How would you design a distributed file storage system?,"A distributed file storage system should include distributed storage, replication, metadata management, load balancing, caching, fault tolerance, and secure access control."
Software Engineer,Hard,Explain CAP Theorem.,"CAP Theorem states that a distributed system can guarantee only two of the following three properties simultaneously: Consistency, Availability, and Partition Tolerance."
Software Engineer,Hard,How would you optimize a slow application?,"Identify bottlenecks using profiling tools, optimize algorithms, improve database queries, implement caching, reduce network latency, and horizontally scale services where required."
Software Engineer,Hard,How would you design a collaborative document editing system?,"The system should support real-time synchronization using WebSockets, conflict resolution using Operational Transformation or CRDTs, version history, authentication, distributed storage, autosave, and scalable backend services."
Python Developer,Easy,What is the difference between List and Tuple?,"Lists are mutable and can be modified after creation, whereas tuples are immutable. Lists use square brackets [], while tuples use parentheses ()."
