Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,What are the four pillars of Object-Oriented Programming?,"The four pillars of OOP are Encapsulation, Abstraction, Inheritance, and Polymorphism. These principles improve code reusability, maintainability, and scalability."
Software Engineer,Easy,What is the difference between an Array and a Linked List?,"An array stores elements in contiguous memory and provides O(1) random access, whereas a linked list stores elements as nodes connected by pointers and allows efficient insertion and deletion."
Software Engineer,Easy,What is a HashMap?,"A HashMap is a data structure that stores key-value pairs using a hash function. It provides average O(1) time complexity for insertion, deletion, and lookup."
Software Engineer,Easy,Explain the difference between Process and Thread.,"A process is an independent program with its own memory space, while a thread is a lightweight unit of execution within a process that shares the same memory."
Software Engineer,Easy,What is Big O notation?,Big O notation describes the worst-case time and space complexity of an algorithm as the input size grows.
Software Engineer,Medium,Explain the difference between BFS and DFS.,"Breadth-First Search (BFS) explores nodes level by level using a queue, whereas Depth-First Search (DFS) explores as deep as possible using a stack or recursion."
Software Engineer,Medium,What are ACID properties in DBMS?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable database transactions."
Software Engineer,Medium,Explain database normalization.,"Normalization is the process of organizing database tables to reduce redundancy and improve data integrity. Common normal forms include 1NF, 2NF, 3NF, and BCNF."
Software Engineer,Medium,What is the difference between REST API and SOAP?,"REST is lightweight, uses HTTP and JSON, and is widely used for web services. SOAP is a protocol that uses XML and provides built-in security and reliability."
Software Engineer,Medium,What is a Binary Search Tree?,"A Binary Search Tree (BST) is a binary tree where the left subtree contains smaller values and the right subtree contains larger values, enabling efficient searching."
Software Engineer,Hard,Write an SQL query to find the second highest salary.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);
Software Engineer,Hard,Explain time complexity with examples.,"Time complexity measures how an algorithm's execution time grows with input size. Examples include O(1) for array access, O(log n) for binary search, O(n) for linear search, and O(n log n) for merge sort."
Software Engineer,Hard,Design a URL Shortener like TinyURL.,"A URL shortener consists of an API, database, unique ID generator, cache, and redirection service. It should support scalability, fault tolerance, and fast lookups."
Software Engineer,Hard,How would you detect a cycle in a linked list?,"Cycle detection can be done using Floyd's Cycle Detection Algorithm (Tortoise and Hare), where two pointers move at different speeds. If they meet, a cycle exists."
Software Engineer,Hard,How would you design a scalable chat application?,"A scalable chat application uses load balancers, WebSockets for real-time communication, message queues, databases, caching, authentication, and distributed servers to support millions of users."
