Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,What is Object-Oriented Programming (OOP)?,"Object-Oriented Programming (OOP) is a programming paradigm based on objects. Its four pillars are Encapsulation, Abstraction, Inheritance, and Polymorphism. OOP improves code reusability, maintainability, and scalability."
Software Engineer,Easy,What is the difference between Stack and Queue?,"A Stack follows the Last In First Out (LIFO) principle, whereas a Queue follows the First In First Out (FIFO) principle."
Software Engineer,Easy,What is the difference between Process and Thread?,"A Process is an independent program with its own memory space, whereas Threads are lightweight execution units within a process that share the same memory."
Software Engineer,Easy,What is a DBMS?,"A Database Management System (DBMS) is software used to create, manage, and manipulate databases while ensuring data security, consistency, and integrity."
Software Engineer,Easy,What is SDLC?,"Software Development Life Cycle (SDLC) is the process of developing software through phases such as Requirement Analysis, Design, Development, Testing, Deployment, and Maintenance."
Software Engineer,Medium,Explain DBMS normalization.,"Normalization organizes database tables to reduce redundancy and improve data integrity. Common normal forms include 1NF, 2NF, 3NF, and BCNF."
Software Engineer,Medium,Difference between BFS and DFS?,"Breadth-First Search (BFS) explores nodes level by level using a queue, whereas Depth-First Search (DFS) explores deeply using a stack or recursion."
Software Engineer,Medium,What are ACID properties?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable and consistent database transactions."
Software Engineer,Medium,Explain multithreading.,"Multithreading allows multiple threads to execute concurrently within a process, improving responsiveness and resource utilization."
Software Engineer,Medium,What is exception handling?,"Exception handling is a mechanism for detecting and managing runtime errors using constructs such as try, catch/except, finally, and throw."
Software Engineer,Hard,Write an SQL query to find the second highest salary.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);
Software Engineer,Hard,Explain Deadlock and its prevention.,"Deadlock occurs when multiple processes wait indefinitely for resources held by each other. Prevention methods include avoiding circular wait, resource ordering, and timeout mechanisms."
Software Engineer,Hard,What is time complexity?,"Time complexity measures how the running time of an algorithm grows with input size. It is expressed using Big O notation such as O(1), O(log n), O(n), and O(n²)."
Software Engineer,Hard,Explain Dependency Injection.,"Dependency Injection is a design pattern in which dependencies are provided externally instead of being created inside a class, improving modularity, flexibility, and testability."
Software Engineer,Hard,How would you design an Online Banking System?,"The system should include secure authentication, account management, fund transfer, transaction history, database consistency using ACID properties, encryption, logging, and role-based access control."
Python Developer,Easy,What is the difference between List and Tuple?,"Lists are mutable and can be modified after creation, whereas tuples are immutable. Lists use square brackets [], while tuples use parentheses ()."
