Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,What are the four pillars of Object-Oriented Programming?,"The four pillars of OOP are Encapsulation, Abstraction, Inheritance, and Polymorphism. These concepts improve code reusability, maintainability, and scalability."
Software Engineer,Easy,What is the difference between Array and Linked List?,"Arrays store elements in contiguous memory and provide O(1) random access, while Linked Lists store nodes connected by pointers, allowing efficient insertion and deletion."
Software Engineer,Easy,What is Big O notation?,"Big O notation measures the worst-case time and space complexity of an algorithm. Common complexities include O(1), O(log n), O(n), O(n log n), and O(n²)."
Software Engineer,Easy,What is a HashMap?,"A HashMap stores key-value pairs using hashing. It provides average O(1) time complexity for insertion, deletion, and lookup operations."
Software Engineer,Easy,What is the difference between Stack and Queue?,"A Stack follows the Last In First Out (LIFO) principle, whereas a Queue follows the First In First Out (FIFO) principle."
Software Engineer,Medium,Explain Breadth-First Search (BFS) and Depth-First Search (DFS).,"BFS explores nodes level by level using a queue, whereas DFS explores nodes as deep as possible using recursion or a stack."
Software Engineer,Medium,What are ACID properties?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable and consistent database transactions."
Software Engineer,Medium,Explain database normalization.,"Normalization organizes data into multiple related tables to reduce redundancy and improve data integrity. Common forms include 1NF, 2NF, 3NF, and BCNF."
Software Engineer,Medium,What is multithreading?,"Multithreading allows multiple threads within the same process to execute concurrently, improving application responsiveness and resource utilization."
Software Engineer,Medium,Tell me about a time you handled a challenging project.,"Use the STAR method (Situation, Task, Action, Result). Clearly explain the challenge, your responsibilities, the actions you took, and the successful outcome. This behavioral question aligns with Amazon's Leadership Principles."
Software Engineer,Hard,Write an SQL query to find the second highest salary.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);
Software Engineer,Hard,How would you design a URL Shortener?,"A URL shortener requires an API, unique ID generator, database, cache such as Redis, load balancer, and redirection service. It should support scalability, fault tolerance, and fast lookups."
Software Engineer,Hard,Explain the Producer-Consumer problem.,"The Producer-Consumer problem is a synchronization problem where producer threads generate data and consumer threads process it. Synchronization mechanisms such as semaphores, mutexes, or blocking queues prevent race conditions."
Software Engineer,Hard,How would you detect a cycle in a linked list?,"Use Floyd's Cycle Detection Algorithm (Tortoise and Hare). Two pointers move at different speeds. If they eventually meet, the linked list contains a cycle."
Software Engineer,Hard,How would you design an online shopping cart system?,"A shopping cart system should include user authentication, product catalog, cart management, inventory validation, payment integration, order management, and scalable backend services using object-oriented design and REST APIs."
