Role,Difficulty,Question,Answer
Role,Difficulty,Question,Answer
Software Engineer,Easy,What is Object-Oriented Programming?,"Object-Oriented Programming (OOP) is a programming paradigm based on objects. The four pillars are Encapsulation, Abstraction, Inheritance, and Polymorphism. OOP improves code reusability and maintainability."
Software Engineer,Easy,What is the difference between Stack and Queue?,"A Stack follows the Last In First Out (LIFO) principle, whereas a Queue follows the First In First Out (FIFO) principle."
Software Engineer,Easy,What is the difference between an Array and a Linked List?,"An Array stores elements in contiguous memory and provides O(1) random access, whereas a Linked List stores elements as nodes connected by pointers, allowing efficient insertion and deletion."
Software Engineer,Easy,What is a Hash Table?,"A Hash Table stores key-value pairs using a hash function. It provides average O(1) time complexity for insertion, deletion, and lookup."
Software Engineer,Easy,What is Big O notation?,Big O notation describes the worst-case time and space complexity of an algorithm as the input size grows.
Software Engineer,Medium,Explain the difference between BFS and DFS.,"Breadth-First Search (BFS) explores nodes level by level using a queue, while Depth-First Search (DFS) explores as deep as possible using a stack or recursion."
Software Engineer,Medium,What are ACID properties?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable database transactions."
Software Engineer,Medium,Explain database normalization.,"Normalization is the process of organizing database tables to reduce redundancy and improve data integrity. Common normal forms are 1NF, 2NF, 3NF, and BCNF."
Software Engineer,Medium,What is multithreading?,"Multithreading allows multiple threads to execute concurrently within the same process, improving responsiveness and resource utilization."
Software Engineer,Medium,What is the difference between Process and Thread?,"A Process is an independent program with its own memory, whereas a Thread is a lightweight execution unit sharing the same process memory."
Software Engineer,Hard,Write an SQL query to find the second highest salary.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);
Software Engineer,Hard,How would you detect a cycle in a linked list?,"Use Floyd's Cycle Detection Algorithm (Tortoise and Hare). Two pointers move at different speeds. If they meet, a cycle exists."
Software Engineer,Hard,Design a parking lot system.,"A parking lot system should include classes such as ParkingLot, Floor, Slot, Vehicle, and Ticket. It should support different vehicle types, slot allocation, payment, and scalability using object-oriented design principles."
Software Engineer,Hard,How would you design a URL Shortener?,"A URL shortener consists of an API, database, unique ID generator, cache, and redirection service. It should support scalability, fault tolerance, and fast lookups."
Software Engineer,Hard,Explain time complexity with examples.,"Time complexity measures how an algorithm's execution time grows with input size. Examples include O(1) for array access, O(log n) for binary search, O(n) for linear search, O(n log n) for merge sort, and O(n²) for nested loops."
